Αναγνωριστικό,eidos,etos,tm_code,tm_per,eidos_from_excel,tma_code,tma_per,ps_ex,ps_dm,ps_km,teacher,
1354,ΠΡΟ,2016,41,"ΕΠΙΚΟΙΝΩΝΙΑΣ, ΜΕΣΩΝ ΚΑΙ ΠΟΛΙΤΙΣΜΟΥ",ΠΡΟ,410289,ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΚΟΙΝΩΝΙΚΗ  ΘΕΩΡΙΑ,1,3,ΕΕ,ΓΕΡΟΣ ΠΑΝΑΓΙΩΤΗΣ,
1355,ΠΡΟ,2016,41,"ΕΠΙΚΟΙΝΩΝΙΑΣ, ΜΕΣΩΝ ΚΑΙ ΠΟΛΙΤΙΣΜΟΥ",ΠΡΟ,410290,ΕΠΙΚΟΙΝΩΝΙΑ ΚΑΙ ΛΟΓΟΤΕΧΝΙΑ,2,3,ΕΥ,ΔΗΜΗΡΟΥΛΗΣ ΔΗΜΗΤΡΙΟΣ,
1356,ΠΡΟ,2016,41,"ΕΠΙΚΟΙΝΩΝΙΑΣ, ΜΕΣΩΝ ΚΑΙ ΠΟΛΙΤΙΣΜΟΥ",ΠΡΟ,410293,ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΚΟΙΝΩΝΙΚΗ ΕΡΕΥΝΑ ΙΙ,2,3,ΕΕ,ΚΑΤΕΡΕΛΟΣ ΙΩΑΝΝΗΣ,
1357,ΠΡΟ,2016,41,"ΕΠΙΚΟΙΝΩΝΙΑΣ, ΜΕΣΩΝ ΚΑΙ ΠΟΛΙΤΙΣΜΟΥ",ΠΡΟ,410294,ΠΟΛΙΤΙΚΟΣ ΑΝΤΑΓΩΝΙΣΜΟΣ ΚΑΙ ΜΜΕ ΣΤΗΝ ΕΛΛΑΔΑ,2,3,ΕΕ,ΚΟΥΝΤΟΥΡΗ ΦΑΝΗ,
1358,ΠΡΟ,2016,41,"ΕΠΙΚΟΙΝΩΝΙΑΣ, ΜΕΣΩΝ ΚΑΙ ΠΟΛΙΤΙΣΜΟΥ",ΠΡΟ,410295,ΕΙΣΑΓΩΓΗ ΣΤΗ ΝΕΟΕΛΛΗΝΙΚΗ ΚΟΙΝΩΝΙΑ,2,3,ΕΕ,ΣΑΚΕΛΛΑΡΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ,
1359,ΠΡΟ,2016,41,"ΕΠΙΚΟΙΝΩΝΙΑΣ, ΜΕΣΩΝ ΚΑΙ ΠΟΛΙΤΙΣΜΟΥ",ΠΡΟ,410296,ΠΟΛΙΤΙΣΜΙΚΗ ΑΝΘΡΩΠΟΛΟΓΙΑ,3,3,ΕΥ,ΠΑΠΑΓΑΡΟΥΦΑΛΗ ΕΛΕΝΗ,
1360,ΠΡΟ,2016,41,"ΕΠΙΚΟΙΝΩΝΙΑΣ, ΜΕΣΩΝ ΚΑΙ ΠΟΛΙΤΙΣΜΟΥ",ΠΡΟ,410300,ΨΥΧΟΚΟΙΝΩΝΙΟΛΟΓΙΑ ΤΩΝ ΜΜΕ,8,3,ΕΥ,ΚΟΡΩΝΑΙΟΥ Α.,
1361,ΠΡΟ,2016,41,"ΕΠΙΚΟΙΝΩΝΙΑΣ, ΜΕΣΩΝ ΚΑΙ ΠΟΛΙΤΙΣΜΟΥ",ΠΡΟ,410301,ΠΟΛΙΤΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΜΑΤΙΚΟΤΗΤΑ,5,3,ΕΥ,ΤΣΕΝΕ ΛΗΔΑ,
1362,ΠΡΟ,2016,41,"ΕΠΙΚΟΙΝΩΝΙΑΣ, ΜΕΣΩΝ ΚΑΙ ΠΟΛΙΤΙΣΜΟΥ",ΠΡΟ,410302,ΟΠΤΙΚΟΑΚΟΥΣΤΙΚΕΣ ΕΦΑΡΜΟΓΕΣ ΣΤΑ ΝΕΑ ΜΕΣΑ,7,3,ΕΥ,ΚΑΪΜΑΚΗ Β.,
1363,ΠΡΟ,2016,41,"ΕΠΙΚΟΙΝΩΝΙΑΣ, ΜΕΣΩΝ ΚΑΙ ΠΟΛΙΤΙΣΜΟΥ",ΠΡΟ,410913,ENGLISH LANGUAGE FOR MEDIA AND COMMUNICATION,3,3,ΕΥ,ΚΟΚΚΟΡΗ ΠΑΤΡΙΤΣΑ-ΠΑΝΑΓΙ,
1364,ΠΡΟ,2016,41,"ΕΠΙΚΟΙΝΩΝΙΑΣ, ΜΕΣΩΝ ΚΑΙ ΠΟΛΙΤΙΣΜΟΥ",ΠΡΟ,410914,ENGLISH LANGUAGE FOR CULTURE STUDIES,4,3,ΕΥ,ΚΟΚΚΟΡΗ ΠΑΤΡΙΤΣΑ-ΠΑΝΑΓΙ,
1365,ΠΡΟ,2016,41,"ΕΠΙΚΟΙΝΩΝΙΑΣ, ΜΕΣΩΝ ΚΑΙ ΠΟΛΙΤΙΣΜΟΥ",ΠΡΟ,410943,ΓΛΩΣΣΑ ΕΙΔΙΚΟΤΗΤΑΣ ΣΤΙΣ ΚΟΙΝΩΝΙΚΕΣ ΕΠΙΣΤΗΜΕΣ Ι : ΓΑΛΛΙΚΑ,1,3,ΕΕ,ΣΥΝΤΙΧΑΚΗ ΜΑΡΙΑ,
1366,ΠΡΟ,2016,41,"ΕΠΙΚΟΙΝΩΝΙΑΣ, ΜΕΣΩΝ ΚΑΙ ΠΟΛΙΤΙΣΜΟΥ",ΠΡΟ,410944,ΓΛΩΣΣΑ ΕΙΔΙΚΟΤΗΤΑΣ ΣΤΙΣ ΚΟΙΝΩΝΙΚΕΣ ΕΠΙΣΤΗΜΕΣ Ι : ΓΕΡΜΑΝΙΚΑ,1,3,ΕΕ,ΠΑΠΑΧΡΗΣΤΟΥ-ΟΥΡΑΝΟΥ ΘΕΟΔΩΡΑ,
1367,ΠΡΟ,2016,41,"ΕΠΙΚΟΙΝΩΝΙΑΣ, ΜΕΣΩΝ ΚΑΙ ΠΟΛΙΤΙΣΜΟΥ",ΠΡΟ,410945,ΓΛΩΣΣΑ ΕΙΔΙΚΟΤΗΤΑΣ ΣΤΙΣ ΚΟΙΝΩΝΙΚΕΣ ΕΠΙΣΤΗΜΕΣ Ι : ΙΤΑΛΙΚΑ,1,3,ΕΕ,ΔΑΝΕΖΗΣ ΝΕΚΤΑΡΙΟΣ,
1368,ΠΡΟ,2016,41,"ΕΠΙΚΟΙΝΩΝΙΑΣ, ΜΕΣΩΝ ΚΑΙ ΠΟΛΙΤΙΣΜΟΥ",ΠΡΟ,410945,ΓΛΩΣΣΑ ΕΙΔΙΚΟΤΗΤΑΣ ΣΤΙΣ ΚΟΙΝΩΝΙΚΕΣ ΕΠΙΣΤΗΜΕΣ Ι : ΙΤΑΛΙΚΑ,1,3,ΕΕ,ΠΑΠΑΜΕΛΕΤΗ ΑΙΚ.,
1369,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510002,ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΚΟΙΝΩΝΙΟΛΟΓΙΑ,1,3,ΥΠ,ΜΑΥΡΙΔΗΣ ΗΡΑΚΛΗΣ,
1370,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510004,ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΝΕΟΕΛΛΗΝΙΚΗ ΚΟΙΝΩΝΙΑ,2,3,ΥΠ,ΜΩΥΣΙΔΗΣ ΑΝΤΩΝΗΣ,
1371,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510004,ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΝΕΟΕΛΛΗΝΙΚΗ ΚΟΙΝΩΝΙΑ,2,3,ΥΠ,ΣΑΚΕΛΛΑΡΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ,
1372,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510007,ΕΠΙΣΤΗΜΟΛΟΓΙΑ ΤΩΝ ΚΟΙΝΩΝΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,5,3,ΥΠ,ΜΑΥΡΙΔΗΣ ΗΡΑΚΛΗΣ,
1373,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510008,ΣΤΑΤΙΣΤΙΚΗ Ι : ΠΕΡΙΓΡΑΦΙΚΗ ΣΤΑΤΙΣΤΙΚΗ,3,3,ΥΠ,ΣΥΜΕΩΝΑΚΗ ΜΑΡΙΑ,
1374,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510013,ΑΓΡΟΤΙΚΟΣ ΧΩΡΟΣ ΚΑΙ ΑΓΡΟΤΙΚΗ ΠΟΛΙΤΙΚΗ ΣΤΗΝ ΣΥΓΧΡΟΝΗ ΕΛΛΑΔΑ,6,3,ΕΕ,ΜΩΥΣΙΔΗΣ ΑΝΤΩΝΗΣ,
1375,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510014,ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΘΕΩΡΙΑ ΚΑΙ ΤΙΣ ΜΕΘΟΔΟΥΣΤΩΝ ΚΟΙΝΩΝΙΚΩΝ ΕΡΕΥΝΩΝ,3,3,ΥΠ,ΣΥΜΕΩΝΑΚΗ ΜΑΡΙΑ,
1376,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510016,ΙΣΤΟΡΙΑ ΤΗΣ ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ Ι,2,3,ΥΠ,ΚΟΡΑΣΙΔΟΥ ΜΑΡΙΑ,
1377,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510017,ΘΕΩΡΗΤΙΚΕΣ ΠΡΟΣΕΓΓΙΣΕΙΣ ΤΗΣ ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ ΚΑΙ ΤΟΥ ΚΡΑΤΟΥΣ ΠΡΟΝΟΙΑΣ,6,3,ΥΠ,ΨΗΜΜΕΝΟΣ ΙΟΡΔΑΝΗΣ,
1378,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510020,ΜΕΤΑΝΑΣΤΕΥΣΗ ΚΑΙ ΜΕΤΑΝΑΣΤΕΥΤΙΚΗ ΠΟΛΙΤΙΚΗ,6,3,ΕΕ,ΨΗΜΜΕΝΟΣ ΙΟΡΔΑΝΗΣ,
1379,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510022,ΣΤΑΤΙΣΤΙΚΗ ΙΙ: ΔΕΙΓΜΑΤΟΛΗΠΤΙΚΗ ΘΕΩΡΙΑ ΚΑΙ ΠΡΑΚΤΙΚΗ,4,3,ΥΠ,ΜΙΧΑΛΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ,
1380,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510024,ΜΕΘΟΔΟΙ ΣΧΕΔΙΑΣΜΟΥ ΕΛΕΓΧΟΥ ΚΑΙ ΑΞΙΟΛΟΓΗΣΗΣ ΠΡΟΓΡΑΜΜΑΤΩΝ ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,3,3,ΥΠ,ΔΗΜΟΥΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,
1381,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510027,ΕΙΣΑΓΩΓΗ ΣΤΗ ΔΗΜΟΓΡΑΦΙΑ,4,3,ΥΠ,ΜΠΑΓΚΑΒΟΣ ΧΡΗΣΤΟΣ,
1382,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510029,ΟΙΚΟΓΕΝΕΙΑ ΚΑΙ ΟΙΚΟΓΕΝΕΙΑΚΗ ΠΟΛΙΤΙΚΗ,6,3,ΕΕ,ΞΥΠΟΛΥΤΑΣ ΝΙΚΟΛΑΟΣ,
1383,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510030,ΚΟΙΝΩΝΙΚΗ ΚΑΙ ΕΠΑΓΓΕΛΜΑΤΙΚΗ ΚΙΝΗΤΙΚΟΤΗΤΑ,4,3,ΥΠ,ΨΗΜΜΕΝΟΣ ΙΟΡΔΑΝΗΣ,
1384,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510037,ΦΥΛO  ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΠΟΛΙΤΙΚΗ,6,3,ΕΕ,ΛΑΛΙΩΤΗ ΒΑΡΒΑΡΑ,
1385,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510039,ΙΣΤΟΡΙΑ ΤΗΣ ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ ΙΙ,6,3,ΕΕ,ΚΟΡΑΣΙΔΟΥ ΜΑΡΙΑ,
1386,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510043,ΟΙΚΟΝΟΜΙΚΑ ΤΗΣ ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,4,3,ΥΠ,ΠΑΠΑΘΕΟΔΩΡΟΥ ΧΡΙΣΤΟΣ,
1387,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510045,"ΑΝΙΣΟΤΗΤΑ, ΦΤΩΧΕΙΑ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΠΡΟΣΤΑΣΙΑ",6,3,ΕΕ,ΠΑΠΑΘΕΟΔΩΡΟΥ ΧΡΙΣΤΟΣ,
1388,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510053,ΚΟΙΝΩΝΙΚΑ ΔΙΚΑΙΩΜΑΤΑ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΠΟΛΙΤΙΚΗ,2,3,ΥΠ,ΔΗΜΟΥΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,
1389,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510053,ΚΟΙΝΩΝΙΚΑ ΔΙΚΑΙΩΜΑΤΑ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΠΟΛΙΤΙΚΗ,2,3,ΥΠ,ΚΟΥΖΗΣ ΙΩΑΝΝΗΣ,
1390,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510055,"ΔΙΕΘΝΕΙΣ ΟΡΓΑΝΙΣΜΟΙ, ΕΥΡΩΠΑΙΚΗ ΕΝΩΣΗ  ΚΑΙ ΚΟΙΝΩΝΙΚΗ  ΠΟΛΙΤΙΚΗ",6,3,ΕΕ,ΔΗΜΟΥΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,
1391,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510058,ΦΥΛΟ ΚΑΙ ΑΠΑΣΧΟΛΗΣΗ,7,3,ΕΕ,ΚΑΜΠΟΥΡΗ ΕΛΕΝΗ,
1392,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510071,ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΚΟΙΝΩΝΙΚΗ ΠΟΛΙΤΙΚΗ,1,3,ΥΠ,ΔΗΜΟΥΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,
1393,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510072,Η ΟΡΓΑΝΩΣΗ ΤΗΣ ΕΥΡΩΠΑΙΚΗΣ ΕΝΩΣΗΣ,5,3,ΕΕ,ΠΑΣΣΑΣ ΑΝΑΡΓΥΡΟΣ,
1394,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510075,ΚΟΙΝΩΝΙΚΕΣ ΔΙΑΣΤΑΣΕΙΣ ΤΗΣ ΕΚΠΑΙΔΕΥΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,6,3,ΕΕ,ΠΡΟΚΟΥ ΕΛΕΝΗ,
1395,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510077,ΥΓΕΙΑ ΚΑΙ ΥΓΕΙΟΝΟΜΙΚΗ ΠΟΛΙΤΙΚΗ ΣΤΗΝ ΝΕΩΤΕΡΗ ΕΛΛΑΔΑ,5,3,ΕΕ,ΚΟΡΑΣΙΔΟΥ ΜΑΡΙΑ,
1396,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510089,ΚΛΑΣΙΚΕΣ ΚΟΙΝΩΝΙΚΕΣ ΘΕΩΡΙΕΣ,3,3,ΥΠ,ΛΕΛΕΔΑΚΗΣ ΚΑΝΑΚΗΣ,
1397,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510093,ΚΟΙΝΩΝΙΟΛΟΓΙΑ ΤΗΣ ΕΡΓΑΣΙΑΣ ΙΙ: ΜΕΤΑΒΙΟΜΗΧΑΝΙΚΟ ΠΡΟΤΥΠΟ ΚΑΙ ΕΡΓΑΣΙΑ,7,3,ΕΕ,ΠΕΤΡΑΚΗ ΓΕΩΡΓΙΑ,
1398,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510095,ΣΥΝΔΙΚΑΤΑ ΚΑΙ ΣΥΛΛΟΓΙΚΕΣ ΕΡΓΑΣΙΑΚΕΣ ΣΧΕΣΕΙΣ ΣΤΗΝ ΕΛΛΑΔΑ,7,3,ΕΕ,ΚΟΥΖΗΣ ΙΩΑΝΝΗΣ,
1399,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510096,ΣΥΓΧΡΟΝΕΣ ΤΑΣΕΙΣ ΣΤΟΝ ΤΟΜΕΑ ΤΩΝ ΕΡΓΑΣΙΑΚΩΝ ΣΧΕΣΕΩΝ,8,3,ΕΕ,ΚΟΥΖΗΣ ΙΩΑΝΝΗΣ,
1400,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510097,ΘΕΣΜΟΙ ΕΡΓΑΤΙΚΗΣ ΣΥΜΜΕΤΟΧΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΟΣ ΔΙΑΛΟΓΟΣ,8,3,ΕΕ,ΚΟΥΖΗΣ ΙΩΑΝΝΗΣ,
1401,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510099,ΚΟΙΝΩΝΙΚΗ ΕΝΤΑΞΗ ΚΑΙ ΚΟΙΝΩΝΙΚΟΣ ΑΠΟΚΛΕΙΣΜΟΣ,3,3,ΥΠ,ΠΑΠΑΔΟΠΟΥΛΟΥ ΔΕΣΠΟΙΝΑ,
1402,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510100,ΣΤΕΓΑΣΤΙΚΗ ΠΟΛΙΤΙΚΗ ΚΑΙ ΚΟΙΝΩΝΙΚΕΣ ΑΝΙΣΟΤΗΤΕΣ,6,3,ΕΕ,ΚΟΥΡΑΧΑΝΗΣ ΝΙΚΟΛΑΟΣ,
1403,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510112,ΚΟΙΝΩΝΙΟΛΟΓΙΑ ΤΗΣ ΚΟΙΝΩΝΙΚΗΣ ΜΕΤΑΒΟΛΗΣ,1,3,ΥΠ,ΠΑΠΑΔΟΠΟΥΛΟΥ ΔΕΣΠΟΙΝΑ,
1404,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510116,ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΚΟΙΝΩΝΙΚΗ ΚΑΙ ΟΙΚΟΝΟΜΙΚΗ ΓΕΩΓΡΑΦΙΑ,3,3,ΥΠ,ΑΝΘΟΠΟΥΛΟΥ ΘΕΟΔΟΣΙΑ,
1405,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510117,ΕΙΣΑΓΩΓΗ ΣΤΙΣ ΠΟΙΟΤΙΚΕΣ ΕΡΕΥΝΗΤΙΚΕΣ ΜΕΘΟΔΟΥΣ,2,3,ΥΠ,ΑΣΗΜΟΠΟΥΛΟΣ ΧΑΡΙΣΙΟΣ,
1406,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510119,ΣΥΓΧΡΟΝΕΣ ΚΟΙΝΩΝΙΚΕΣ ΘΕΩΡΙΕΣ,4,3,ΥΠ,ΛΕΛΕΔΑΚΗΣ ΚΑΝΑΚΗΣ,
1407,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510123,ΓΕΩΓΡΑΦΙΑ ΤΗΣ ΥΠΑΙΘΡΟΥ,5,3,ΕΕ,ΑΝΘΟΠΟΥΛΟΥ ΘΕΟΔΟΣΙΑ,
1408,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510123,ΓΕΩΓΡΑΦΙΑ ΤΗΣ ΥΠΑΙΘΡΟΥ,5,3,ΕΕ,ΜΩΥΣΙΔΗΣ ΑΝΤΩΝΗΣ,
1409,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510124,ΑΣΤIKH ΓΕΩΓΡΑΦΙΑ,8,3,ΕΕ,ΑΝΘΟΠΟΥΛΟΥ ΘΕΟΔΟΣΙΑ,
1410,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510125,ΥΠΑΙΘΡΟΣ ΚΑΙ ΤΟΠΙΚΗ ΑΝΑΠΤΥΞΗ,8,3,ΕΕ,ΑΝΘΟΠΟΥΛΟΥ ΘΕΟΔΟΣΙΑ,
1411,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510125,ΥΠΑΙΘΡΟΣ ΚΑΙ ΤΟΠΙΚΗ ΑΝΑΠΤΥΞΗ,8,3,ΕΕ,ΜΩΥΣΙΔΗΣ ΑΝΤΩΝΗΣ,
1412,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510130,ΘΕΜΑΤΑ ΝΕΩΤΕΡΗΣ ΚΑΙ ΣΥΓΧΡΟΝΗΣ ΕΛΛΗΝΙΚΗΣ ΙΣΤΟΡΙΑΣ,5,3,ΕΕ,ΚΟΡΑΣΙΔΟΥ ΜΑΡΙΑ,
1413,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510136,ΠΟΛΙΤΙΚΗ ΘΕΩΡΙΑ ΚΑΙ ΚΡΑΤΟΣ Ι,1,3,ΥΠ,ΓΡΑΒΑΡΗΣ ΔΙΟΝΥΣΙΟΣ,
1414,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510140,ΣΥΓΚΡΙΤΙΚΗ ΕΚΠΑΙΔΕΥΤΙΚΗ ΠΟΛΙΤΙΚΗ,7,3,ΕΕ,ΠΡΟΚΟΥ ΕΛΕΝΗ,
1415,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510141,ΔΙΑ ΒΙΟΥ ΕΚΠΑΙΔΕΥΣΗ,7,3,ΕΕ,ΠΡΟΚΟΥ ΕΛΕΝΗ,
1416,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510142,ΣΤΑΤΙΣΤΙΚΗ ΣΥΜΠΕΡΑΣΜΑΤΟΛΟΓΙΑ,8,3,ΕΕ,ΜΙΧΑΛΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ,
1417,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510145,ΚΟΙΝΩΝΙΟΛΟΓΙΑ ΤΗΣ ΕΡΓΑΣΙΑΣ Ι :ΒΙΟΜΗΧΑΝΙΚΗ ΠΑΡΑΓΩΓΗ ΚΑΙ ΟΡΓΑΝΩΣΗ,5,3,ΕΕ,ΨΗΜΜΕΝΟΣ ΙΟΡΔΑΝΗΣ,
1418,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510147,ΠΟΛΙΤΙΚΗ ΘΕΩΡΙΑ ΚΑΙ ΚΡΑΤΟΣ ΙΙ,2,3,ΥΠ,ΣΑΚΕΛΛΑΡΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ,
1419,ΠΡΟ,2016,51,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,ΠΡΟ,510148,θΕΩΡΙΕΣ ΤΗΣ ΠΑΓΚΟΣΜΙΟΠΟΙΗΣΗΣ,5,3,ΕΕ,ΣΑΚΕΛΛΑΡΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ,
